Segment,Country,Product,Discount Band,Units Sold,Manufacturing Price,Sale Price,Gross Sales,Discounts, Sales,COGS,Profit,Date,Month Number,Month Name,Year,
Small Business,United States of America,VTT,High,2294,US$250.00,US$300.00,"US$688,200.00","US$68,820.00","US$619,380.00","US$573,500.00","US$45,880.00",10/01/13,10,October,2013,
Midmarket,France,VTT,High,2167,US$250.00,US$15.00,"US$32,505.00","US$3,250.50","US$29,254.50","US$21,670.00","US$7,584.50",10/01/13,10,October,2013,
Enterprise,Canada,VTT,High,2529,US$250.00,US$125.00,"US$316,125.00","US$31,612.50","US$284,512.50","US$303,480.00","(US$18,967.50)",11/01/14,11,November,2014,
Government,Germany,VTT,High,1870,US$250.00,US$350.00,"US$654,500.00","US$65,450.00","US$589,050.00","US$486,200.00","US$102,850.00",12/01/13,12,December,2013,
Enterprise,United States of America,Amarilla,High,579,US$260.00,US$125.00,"US$72,375.00","US$7,237.50","US$65,137.50","US$69,480.00","(US$4,342.50)",01/01/14,1,January,2014,
Government,Canada,Amarilla,High,2240,US$260.00,US$350.00,"US$784,000.00","US$78,400.00","US$705,600.00","US$582,400.00","US$123,200.00",02/01/14,2,February,2014,
Small Business,United States of America,Amarilla,High,2993,US$260.00,US$300.00,"US$897,900.00","US$89,790.00","US$808,110.00","US$748,250.00","US$59,860.00",03/01/14,3,March,2014,
Channel Partners,Canada,Amarilla,High,3520.5,US$260.00,US$12.00,"US$42,246.00","US$4,224.60","US$38,021.40","US$10,561.50","US$27,459.90",04/01/14,4,April,2014,
Government,Mexico,Amarilla,High,2039,US$260.00,US$20.00,"US$40,780.00","US$4,078.00","US$36,702.00","US$20,390.00","US$16,312.00",05/01/14,5,May,2014,
Channel Partners,Germany,Amarilla,High,2574,US$260.00,US$12.00,"US$30,888.00","US$3,088.80","US$27,799.20","US$7,722.00","US$20,077.20",08/01/14,8,August,2014,
Government,Canada,Amarilla,High,707,US$260.00,US$350.00,"US$247,450.00","US$24,745.00","US$222,705.00","US$183,820.00","US$38,885.00",09/01/14,9,September,2014,
Midmarket,France,Amarilla,High,2072,US$260.00,US$15.00,"US$31,080.00","US$3,108.00","US$27,972.00","US$20,720.00","US$7,252.00",12/01/14,12,December,2014,
Small Business,France,Amarilla,High,853,US$260.00,US$300.00,"US$255,900.00","US$25,590.00","US$230,310.00","US$213,250.00","US$17,060.00",12/01/14,12,December,2014,
Channel Partners,France,Carretera,High,1198,US$3.00,US$12.00,"US$14,376.00","US$1,581.36","US$12,794.64","US$3,594.00","US$9,200.64",10/01/13,10,October,2013,
Government,France,Paseo,High,2532,US$10.00,US$7.00,"US$17,724.00","US$1,949.64","US$15,774.36","US$12,660.00","US$3,114.36",04/01/14,4,April,2014,
Channel Partners,France,Paseo,High,1198,US$10.00,US$12.00,"US$14,376.00","US$1,581.36","US$12,794.64","US$3,594.00","US$9,200.64",10/01/13,10,October,2013,
Midmarket,Canada,Velo,High,384,US$120.00,US$15.00,"US$5,760.00",US$633.60,"US$5,126.40","US$3,840.00","US$1,286.40",01/01/14,1,January,2014,
Channel Partners,Germany,Velo,High,472,US$120.00,US$12.00,"US$5,664.00",US$623.04,"US$5,040.96","US$1,416.00","US$3,624.96",10/01/14,10,October,2014,
Government,United States of America,VTT,High,1579,US$250.00,US$7.00,"US$11,053.00","US$1,215.83","US$9,837.17","US$7,895.00","US$1,942.17",03/01/14,3,March,2014,
Channel Partners,Mexico,VTT,High,1005,US$250.00,US$12.00,"US$12,060.00","US$1,326.60","US$10,733.40","US$3,015.00","US$7,718.40",09/01/13,9,September,2013,
Midmarket,United States of America,Amarilla,High,3199.5,US$260.00,US$15.00,"US$47,992.50","US$5,279.18","US$42,713.33","US$31,995.00","US$10,718.33",07/01/14,7,July,2014,
Channel Partners,Germany,Amarilla,High,472,US$260.00,US$12.00,"US$5,664.00",US$623.04,"US$5,040.96","US$1,416.00","US$3,624.96",10/01/14,10,October,2014,
Channel Partners,Canada,Carretera,High,1937,US$3.00,US$12.00,"US$23,244.00","US$2,556.84","US$20,687.16","US$5,811.00","US$14,876.16",02/01/14,2,February,2014,
Government,Germany,Carretera,High,792,US$3.00,US$350.00,"US$277,200.00","US$30,492.00","US$246,708.00","US$205,920.00","US$40,788.00",03/01/14,3,March,2014,
Small Business,Germany,Carretera,High,2811,US$3.00,US$300.00,"US$843,300.00","US$92,763.00","US$750,537.00","US$702,750.00","US$47,787.00",07/01/14,7,July,2014,
Enterprise,France,Carretera,High,2441,US$3.00,US$125.00,"US$305,125.00","US$33,563.75","US$271,561.25","US$292,920.00","(US$21,358.75)",10/01/14,10,October,2014,
Midmarket,Canada,Carretera,High,1560,US$3.00,US$15.00,"US$23,400.00","US$2,574.00","US$20,826.00","US$15,600.00","US$5,226.00",11/01/13,11,November,2013,
Government,Mexico,Carretera,High,2706,US$3.00,US$7.00,"US$18,942.00","US$2,083.62","US$16,858.38","US$13,530.00","US$3,328.38",11/01/13,11,November,2013,
Government,Germany,Montana,High,766,US$5.00,US$350.00,"US$268,100.00","US$29,491.00","US$238,609.00","US$199,160.00","US$39,449.00",01/01/14,1,January,2014,
Government,Germany,Montana,High,2992,US$5.00,US$20.00,"US$59,840.00","US$6,582.40","US$53,257.60","US$29,920.00","US$23,337.60",10/01/13,10,October,2013,
Midmarket,Mexico,Montana,High,2157,US$5.00,US$15.00,"US$32,355.00","US$3,559.05","US$28,795.95","US$21,570.00","US$7,225.95",12/01/14,12,December,2014,
Small Business,Canada,Paseo,High,873,US$10.00,US$300.00,"US$261,900.00","US$28,809.00","US$233,091.00","US$218,250.00","US$14,841.00",01/01/14,1,January,2014,
Government,Mexico,Paseo,High,1122,US$10.00,US$20.00,"US$22,440.00","US$2,468.40","US$19,971.60","US$11,220.00","US$8,751.60",03/01/14,3,March,2014,
Government,Canada,Paseo,High,2104.5,US$10.00,US$350.00,"US$736,575.00","US$81,023.25","US$655,551.75","US$547,170.00","US$108,381.75",07/01/14,7,July,2014,
Channel Partners,Canada,Paseo,High,4026,US$10.00,US$12.00,"US$48,312.00","US$5,314.32","US$42,997.68","US$12,078.00","US$30,919.68",07/01/14,7,July,2014,
Channel Partners,France,Paseo,High,2425.5,US$10.00,US$12.00,"US$29,106.00","US$3,201.66","US$25,904.34","US$7,276.50","US$18,627.84",07/01/14,7,July,2014,
Government,Canada,Paseo,High,2394,US$10.00,US$20.00,"US$47,880.00","US$5,266.80","US$42,613.20","US$23,940.00","US$18,673.20",08/01/14,8,August,2014,
Midmarket,Mexico,Paseo,High,1984,US$10.00,US$15.00,"US$29,760.00","US$3,273.60","US$26,486.40","US$19,840.00","US$6,646.40",08/01/14,8,August,2014,
Enterprise,France,Paseo,High,2441,US$10.00,US$125.00,"US$305,125.00","US$33,563.75","US$271,561.25","US$292,920.00","(US$21,358.75)",10/01/14,10,October,2014,
Government,Germany,Paseo,High,2992,US$10.00,US$20.00,"US$59,840.00","US$6,582.40","US$53,257.60","US$29,920.00","US$23,337.60",10/01/13,10,October,2013,
Small Business,Canada,Paseo,High,1366,US$10.00,US$300.00,"US$409,800.00","US$45,078.00","US$364,722.00","US$341,500.00","US$23,222.00",11/01/14,11,November,2014,
Government,France,Velo,High,2805,US$120.00,US$20.00,"US$56,100.00","US$6,171.00","US$49,929.00","US$28,050.00","US$21,879.00",09/01/13,9,September,2013,
Midmarket,Mexico,Velo,High,655,US$120.00,US$15.00,"US$9,825.00","US$1,080.75","US$8,744.25","US$6,550.00","US$2,194.25",09/01/13,9,September,2013,
Government,Mexico,Velo,High,344,US$120.00,US$350.00,"US$120,400.00","US$13,244.00","US$107,156.00","US$89,440.00","US$17,716.00",10/01/13,10,October,2013,
Government,Canada,Velo,High,1808,US$120.00,US$7.00,"US$12,656.00","US$1,392.16","US$11,263.84","US$9,040.00","US$2,223.84",11/01/14,11,November,2014,
Channel Partners,France,VTT,High,1734,US$250.00,US$12.00,"US$20,808.00","US$2,288.88","US$18,519.12","US$5,202.00","US$13,317.12",01/01/14,1,January,2014,
Enterprise,Mexico,VTT,High,554,US$250.00,US$125.00,"US$69,250.00","US$7,617.50","US$61,632.50","US$66,480.00","(US$4,847.50)",01/01/14,1,January,2014,
Government,Canada,VTT,High,2935,US$250.00,US$20.00,"US$58,700.00","US$6,457.00","US$52,243.00","US$29,350.00","US$22,893.00",11/01/13,11,November,2013,
Enterprise,Germany,Amarilla,High,3165,US$260.00,US$125.00,"US$395,625.00","US$43,518.75","US$352,106.25","US$379,800.00","(US$27,693.75)",01/01/14,1,January,2014,
Government,Mexico,Amarilla,High,2629,US$260.00,US$20.00,"US$52,580.00","US$5,783.80","US$46,796.20","US$26,290.00","US$20,506.20",01/01/14,1,January,2014,
Enterprise,France,Amarilla,High,1433,US$260.00,US$125.00,"US$179,125.00","US$19,703.75","US$159,421.25","US$171,960.00","(US$12,538.75)",05/01/14,5,May,2014,
Enterprise,Mexico,Amarilla,High,947,US$260.00,US$125.00,"US$118,375.00","US$13,021.25","US$105,353.75","US$113,640.00","(US$8,286.25)",09/01/13,9,September,2013,
Government,Mexico,Amarilla,High,344,US$260.00,US$350.00,"US$120,400.00","US$13,244.00","US$107,156.00","US$89,440.00","US$17,716.00",10/01/13,10,October,2013,
Midmarket,Mexico,Amarilla,High,2157,US$260.00,US$15.00,"US$32,355.00","US$3,559.05","US$28,795.95","US$21,570.00","US$7,225.95",12/01/14,12,December,2014,
Government,United States of America,Paseo,High,380,US$10.00,US$7.00,"US$2,660.00",US$292.60,"US$2,367.40","US$1,900.00",US$467.40,09/01/13,9,September,2013,
Government,Mexico,Carretera,High,886,US$3.00,US$350.00,"US$310,100.00","US$37,212.00","US$272,888.00","US$230,360.00","US$42,528.00",06/01/14,6,June,2014,
Enterprise,Canada,Carretera,High,2416,US$3.00,US$125.00,"US$302,000.00","US$36,240.00","US$265,760.00","US$289,920.00","(US$24,160.00)",09/01/13,9,September,2013,
Enterprise,Mexico,Carretera,High,2156,US$3.00,US$125.00,"US$269,500.00","US$32,340.00","US$237,160.00","US$258,720.00","(US$21,560.00)",10/01/14,10,October,2014,
Midmarket,Canada,Carretera,High,2689,US$3.00,US$15.00,"US$40,335.00","US$4,840.20","US$35,494.80","US$26,890.00","US$8,604.80",11/01/14,11,November,2014,
Midmarket,United States of America,Montana,High,677,US$5.00,US$15.00,"US$10,155.00","US$1,218.60","US$8,936.40","US$6,770.00","US$2,166.40",03/01/14,3,March,2014,
Small Business,France,Montana,High,1773,US$5.00,US$300.00,"US$531,900.00","US$63,828.00","US$468,072.00","US$443,250.00","US$24,822.00",04/01/14,4,April,2014,
Government,Mexico,Montana,High,2420,US$5.00,US$7.00,"US$16,940.00","US$2,032.80","US$14,907.20","US$12,100.00","US$2,807.20",09/01/14,9,September,2014,
Government,Canada,Montana,High,2734,US$5.00,US$7.00,"US$19,138.00","US$2,296.56","US$16,841.44","US$13,670.00","US$3,171.44",10/01/14,10,October,2014,
Government,Mexico,Montana,High,1715,US$5.00,US$20.00,"US$34,300.00","US$4,116.00","US$30,184.00","US$17,150.00","US$13,034.00",10/01/13,10,October,2013,
Small Business,France,Montana,High,1186,US$5.00,US$300.00,"US$355,800.00","US$42,696.00","US$313,104.00","US$296,500.00","US$16,604.00",12/01/13,12,December,2013,
Small Business,United States of America,Paseo,High,3495,US$10.00,US$300.00,"US$1,048,500.00","US$125,820.00","US$922,680.00","US$873,750.00","US$48,930.00",01/01/14,1,January,2014,
Government,Mexico,Paseo,High,886,US$10.00,US$350.00,"US$310,100.00","US$37,212.00","US$272,888.00","US$230,360.00","US$42,528.00",06/01/14,6,June,2014,
Enterprise,Mexico,Paseo,High,2156,US$10.00,US$125.00,"US$269,500.00","US$32,340.00","US$237,160.00","US$258,720.00","(US$21,560.00)",10/01/14,10,October,2014,
Government,Mexico,Paseo,High,905,US$10.00,US$20.00,"US$18,100.00","US$2,172.00","US$15,928.00","US$9,050.00","US$6,878.00",10/01/14,10,October,2014,
Government,Mexico,Paseo,High,1715,US$10.00,US$20.00,"US$34,300.00","US$4,116.00","US$30,184.00","US$17,150.00","US$13,034.00",10/01/13,10,October,2013,
Government,France,Paseo,High,1594,US$10.00,US$350.00,"US$557,900.00","US$66,948.00","US$490,952.00","US$414,440.00","US$76,512.00",11/01/14,11,November,2014,
Small Business,Germany,Paseo,High,1359,US$10.00,US$300.00,"US$407,700.00","US$48,924.00","US$358,776.00","US$339,750.00","US$19,026.00",11/01/14,11,November,2014,
Small Business,Mexico,Paseo,High,2150,US$10.00,US$300.00,"US$645,000.00","US$77,400.00","US$567,600.00","US$537,500.00","US$30,100.00",11/01/14,11,November,2014,
Government,Mexico,Paseo,High,1197,US$10.00,US$350.00,"US$418,950.00","US$50,274.00","US$368,676.00","US$311,220.00","US$57,456.00",11/01/14,11,November,2014,
Midmarket,Mexico,Paseo,High,380,US$10.00,US$15.00,"US$5,700.00",US$684.00,"US$5,016.00","US$3,800.00","US$1,216.00",12/01/13,12,December,2013,
Government,Mexico,Paseo,High,1233,US$10.00,US$20.00,"US$24,660.00","US$2,959.20","US$21,700.80","US$12,330.00","US$9,370.80",12/01/14,12,December,2014,
Government,Mexico,Velo,High,1395,US$120.00,US$350.00,"US$488,250.00","US$58,590.00","US$429,660.00","US$362,700.00","US$66,960.00",07/01/14,7,July,2014,
Government,United States of America,Velo,High,986,US$120.00,US$350.00,"US$345,100.00","US$41,412.00","US$303,688.00","US$256,360.00","US$47,328.00",10/01/14,10,October,2014,
Government,Mexico,Velo,High,905,US$120.00,US$20.00,"US$18,100.00","US$2,172.00","US$15,928.00","US$9,050.00","US$6,878.00",10/01/14,10,October,2014,
Channel Partners,Canada,VTT,High,2109,US$250.00,US$12.00,"US$25,308.00","US$3,036.96","US$22,271.04","US$6,327.00","US$15,944.04",05/01/14,5,May,2014,
Midmarket,France,VTT,High,3874.5,US$250.00,US$15.00,"US$58,117.50","US$6,974.10","US$51,143.40","US$38,745.00","US$12,398.40",07/01/14,7,July,2014,
Government,Canada,VTT,High,623,US$250.00,US$350.00,"US$218,050.00","US$26,166.00","US$191,884.00","US$161,980.00","US$29,904.00",09/01/13,9,September,2013,
Government,United States of America,VTT,High,986,US$250.00,US$350.00,"US$345,100.00","US$41,412.00","US$303,688.00","US$256,360.00","US$47,328.00",10/01/14,10,October,2014,
Enterprise,United States of America,VTT,High,2387,US$250.00,US$125.00,"US$298,375.00","US$35,805.00","US$262,570.00","US$286,440.00","(US$23,870.00)",11/01/14,11,November,2014,
Government,Mexico,VTT,High,1233,US$250.00,US$20.00,"US$24,660.00","US$2,959.20","US$21,700.80","US$12,330.00","US$9,370.80",12/01/14,12,December,2014,
Government,United States of America,Amarilla,High,270,US$260.00,US$350.00,"US$94,500.00","US$11,340.00","US$83,160.00","US$70,200.00","US$12,960.00",02/01/14,2,February,2014,
Government,France,Amarilla,High,3421.5,US$260.00,US$7.00,"US$23,950.50","US$2,874.06","US$21,076.44","US$17,107.50","US$3,968.94",07/01/14,7,July,2014,
Government,Canada,Amarilla,High,2734,US$260.00,US$7.00,"US$19,138.00","US$2,296.56","US$16,841.44","US$13,670.00","US$3,171.44",10/01/14,10,October,2014,
Midmarket,United States of America,Amarilla,High,2548,US$260.00,US$15.00,"US$38,220.00","US$4,586.40","US$33,633.60","US$25,480.00","US$8,153.60",11/01/13,11,November,2013,
Government,France,Carretera,High,2521.5,US$3.00,US$20.00,"US$50,430.00","US$6,051.60","US$44,378.40","US$25,215.00","US$19,163.40",01/01/14,1,January,2014,
Channel Partners,Mexico,Montana,High,2661,US$5.00,US$12.00,"US$31,932.00","US$3,831.84","US$28,100.16","US$7,983.00","US$20,117.16",05/01/14,5,May,2014,
Government,Germany,Paseo,High,1531,US$10.00,US$20.00,"US$30,620.00","US$3,674.40","US$26,945.60","US$15,310.00","US$11,635.60",12/01/14,12,December,2014,
Government,France,VTT,High,1491,US$250.00,US$7.00,"US$10,437.00","US$1,252.44","US$9,184.56","US$7,455.00","US$1,729.56",03/01/14,3,March,2014,
Government,Germany,VTT,High,1531,US$250.00,US$20.00,"US$30,620.00","US$3,674.40","US$26,945.60","US$15,310.00","US$11,635.60",12/01/14,12,December,2014,
Channel Partners,Canada,Amarilla,High,2761,US$260.00,US$12.00,"US$33,132.00","US$3,975.84","US$29,156.16","US$8,283.00","US$20,873.16",09/01/13,9,September,2013,
Midmarket,United States of America,Carretera,High,2567,US$3.00,US$15.00,"US$38,505.00","US$5,005.65","US$33,499.35","US$25,670.00","US$7,829.35",06/01/14,6,June,2014,
Midmarket,United States of America,VTT,High,2567,US$250.00,US$15.00,"US$38,505.00","US$5,005.65","US$33,499.35","US$25,670.00","US$7,829.35",06/01/14,6,June,2014,
Government,Canada,Carretera,High,923,US$3.00,US$350.00,"US$323,050.00","US$41,996.50","US$281,053.50","US$239,980.00","US$41,073.50",03/01/14,3,March,2014,
Government,France,Carretera,High,1790,US$3.00,US$350.00,"US$626,500.00","US$81,445.00","US$545,055.00","US$465,400.00","US$79,655.00",03/01/14,3,March,2014,
Government,Germany,Carretera,High,442,US$3.00,US$20.00,"US$8,840.00","US$1,149.20","US$7,690.80","US$4,420.00","US$3,270.80",09/01/13,9,September,2013,
Government,United States of America,Montana,High,982.5,US$5.00,US$350.00,"US$343,875.00","US$44,703.75","US$299,171.25","US$255,450.00","US$43,721.25",01/01/14,1,January,2014,
Government,United States of America,Montana,High,1298,US$5.00,US$7.00,"US$9,086.00","US$1,181.18","US$7,904.82","US$6,490.00","US$1,414.82",02/01/14,2,February,2014,
Channel Partners,Mexico,Montana,High,604,US$5.00,US$12.00,"US$7,248.00",US$942.24,"US$6,305.76","US$1,812.00","US$4,493.76",06/01/14,6,June,2014,
Government,Mexico,Montana,High,2255,US$5.00,US$20.00,"US$45,100.00","US$5,863.00","US$39,237.00","US$22,550.00","US$16,687.00",07/01/14,7,July,2014,
Government,Canada,Montana,High,1249,US$5.00,US$20.00,"US$24,980.00","US$3,247.40","US$21,732.60","US$12,490.00","US$9,242.60",10/01/14,10,October,2014,
Government,United States of America,Paseo,High,1438.5,US$10.00,US$7.00,"US$10,069.50","US$1,309.04","US$8,760.47","US$7,192.50","US$1,567.97",01/01/14,1,January,2014,
Small Business,Germany,Paseo,High,807,US$10.00,US$300.00,"US$242,100.00","US$31,473.00","US$210,627.00","US$201,750.00","US$8,877.00",01/01/14,1,January,2014,
Government,United States of America,Paseo,High,2641,US$10.00,US$20.00,"US$52,820.00","US$6,866.60","US$45,953.40","US$26,410.00","US$19,543.40",02/01/14,2,February,2014,
Government,Germany,Paseo,High,2708,US$10.00,US$20.00,"US$54,160.00","US$7,040.80","US$47,119.20","US$27,080.00","US$20,039.20",02/01/14,2,February,2014,
Government,Canada,Paseo,High,2632,US$10.00,US$350.00,"US$921,200.00","US$119,756.00","US$801,444.00","US$684,320.00","US$117,124.00",06/01/14,6,June,2014,
Enterprise,Canada,Paseo,High,1583,US$10.00,US$125.00,"US$197,875.00","US$25,723.75","US$172,151.25","US$189,960.00","(US$17,808.75)",06/01/14,6,June,2014,
Channel Partners,Mexico,Paseo,High,571,US$10.00,US$12.00,"US$6,852.00",US$890.76,"US$5,961.24","US$1,713.00","US$4,248.24",07/01/14,7,July,2014,
Government,France,Paseo,High,2696,US$10.00,US$7.00,"US$18,872.00","US$2,453.36","US$16,418.64","US$13,480.00","US$2,938.64",08/01/14,8,August,2014,
Midmarket,Canada,Paseo,High,1565,US$10.00,US$15.00,"US$23,475.00","US$3,051.75","US$20,423.25","US$15,650.00","US$4,773.25",10/01/14,10,October,2014,
Government,Canada,Paseo,High,1249,US$10.00,US$20.00,"US$24,980.00","US$3,247.40","US$21,732.60","US$12,490.00","US$9,242.60",10/01/14,10,October,2014,
Government,Germany,Paseo,High,357,US$10.00,US$350.00,"US$124,950.00","US$16,243.50","US$108,706.50","US$92,820.00","US$15,886.50",11/01/14,11,November,2014,
Channel Partners,Germany,Paseo,High,1013,US$10.00,US$12.00,"US$12,156.00","US$1,580.28","US$10,575.72","US$3,039.00","US$7,536.72",12/01/14,12,December,2014,
Midmarket,France,Velo,High,3997.5,US$120.00,US$15.00,"US$59,962.50","US$7,795.13","US$52,167.38","US$39,975.00","US$12,192.38",01/01/14,1,January,2014,
Government,Canada,Velo,High,2632,US$120.00,US$350.00,"US$921,200.00","US$119,756.00","US$801,444.00","US$684,320.00","US$117,124.00",06/01/14,6,June,2014,
Government,France,Velo,High,1190,US$120.00,US$7.00,"US$8,330.00","US$1,082.90","US$7,247.10","US$5,950.00","US$1,297.10",06/01/14,6,June,2014,
Channel Partners,Mexico,Velo,High,604,US$120.00,US$12.00,"US$7,248.00",US$942.24,"US$6,305.76","US$1,812.00","US$4,493.76",06/01/14,6,June,2014,
Midmarket,Germany,Velo,High,660,US$120.00,US$15.00,"US$9,900.00","US$1,287.00","US$8,613.00","US$6,600.00","US$2,013.00",09/01/13,9,September,2013,
Channel Partners,Mexico,Velo,High,410,US$120.00,US$12.00,"US$4,920.00",US$639.60,"US$4,280.40","US$1,230.00","US$3,050.40",10/01/14,10,October,2014,
Small Business,Mexico,Velo,High,2605,US$120.00,US$300.00,"US$781,500.00","US$101,595.00","US$679,905.00","US$651,250.00","US$28,655.00",11/01/13,11,November,2013,
Channel Partners,Germany,Velo,High,1013,US$120.00,US$12.00,"US$12,156.00","US$1,580.28","US$10,575.72","US$3,039.00","US$7,536.72",12/01/14,12,December,2014,
Enterprise,Canada,VTT,High,1583,US$250.00,US$125.00,"US$197,875.00","US$25,723.75","US$172,151.25","US$189,960.00","(US$17,808.75)",06/01/14,6,June,2014,
Midmarket,Canada,VTT,High,1565,US$250.00,US$15.00,"US$23,475.00","US$3,051.75","US$20,423.25","US$15,650.00","US$4,773.25",10/01/14,10,October,2014,
Enterprise,Canada,Amarilla,High,1659,US$260.00,US$125.00,"US$207,375.00","US$26,958.75","US$180,416.25","US$199,080.00","(US$18,663.75)",01/01/14,1,January,2014,
Government,France,Amarilla,High,1190,US$260.00,US$7.00,"US$8,330.00","US$1,082.90","US$7,247.10","US$5,950.00","US$1,297.10",06/01/14,6,June,2014,
Channel Partners,Mexico,Amarilla,High,410,US$260.00,US$12.00,"US$4,920.00",US$639.60,"US$4,280.40","US$1,230.00","US$3,050.40",10/01/14,10,October,2014,
Channel Partners,Germany,Amarilla,High,1770,US$260.00,US$12.00,"US$21,240.00","US$2,761.20","US$18,478.80","US$5,310.00","US$13,168.80",12/01/13,12,December,2013,
Government,Mexico,Carretera,High,2579,US$3.00,US$20.00,"US$51,580.00","US$7,221.20","US$44,358.80","US$25,790.00","US$18,568.80",04/01/14,4,April,2014,
Government,United States of America,Carretera,High,1743,US$3.00,US$20.00,"US$34,860.00","US$4,880.40","US$29,979.60","US$17,430.00","US$12,549.60",05/01/14,5,May,2014,
Government,United States of America,Carretera,High,2996,US$3.00,US$7.00,"US$20,972.00","US$2,936.08","US$18,035.92","US$14,980.00","US$3,055.92",10/01/13,10,October,2013,
Government,Germany,Carretera,High,280,US$3.00,US$7.00,"US$1,960.00",US$274.40,"US$1,685.60","US$1,400.00",US$285.60,12/01/14,12,December,2014,
Government,France,Montana,High,293,US$5.00,US$7.00,"US$2,051.00",US$287.14,"US$1,763.86","US$1,465.00",US$298.86,02/01/14,2,February,2014,
Government,United States of America,Montana,High,2996,US$5.00,US$7.00,"US$20,972.00","US$2,936.08","US$18,035.92","US$14,980.00","US$3,055.92",10/01/13,10,October,2013,
Midmarket,Germany,Paseo,High,278,US$10.00,US$15.00,"US$4,170.00",US$583.80,"US$3,586.20","US$2,780.00",US$806.20,02/01/14,2,February,2014,
Government,Canada,Paseo,High,2428,US$10.00,US$20.00,"US$48,560.00","US$6,798.40","US$41,761.60","US$24,280.00","US$17,481.60",03/01/14,3,March,2014,
Midmarket,United States of America,Paseo,High,1767,US$10.00,US$15.00,"US$26,505.00","US$3,710.70","US$22,794.30","US$17,670.00","US$5,124.30",09/01/14,9,September,2014,
Channel Partners,France,Paseo,High,1393,US$10.00,US$12.00,"US$16,716.00","US$2,340.24","US$14,375.76","US$4,179.00","US$10,196.76",10/01/14,10,October,2014,
Government,Germany,VTT,High,280,US$250.00,US$7.00,"US$1,960.00",US$274.40,"US$1,685.60","US$1,400.00",US$285.60,12/01/14,12,December,2014,
Channel Partners,France,Amarilla,High,1393,US$260.00,US$12.00,"US$16,716.00","US$2,340.24","US$14,375.76","US$4,179.00","US$10,196.76",10/01/14,10,October,2014,
Channel Partners,United States of America,Amarilla,High,2015,US$260.00,US$12.00,"US$24,180.00","US$3,385.20","US$20,794.80","US$6,045.00","US$14,749.80",12/01/13,12,December,2013,
Small Business,Mexico,Carretera,High,801,US$3.00,US$300.00,"US$240,300.00","US$33,642.00","US$206,658.00","US$200,250.00","US$6,408.00",07/01/14,7,July,2014,
Enterprise,France,Carretera,High,1023,US$3.00,US$125.00,"US$127,875.00","US$17,902.50","US$109,972.50","US$122,760.00","(US$12,787.50)",09/01/13,9,September,2013,
Small Business,Canada,Carretera,High,1496,US$3.00,US$300.00,"US$448,800.00","US$62,832.00","US$385,968.00","US$374,000.00","US$11,968.00",10/01/14,10,October,2014,
Small Business,United States of America,Carretera,High,1010,US$3.00,US$300.00,"US$303,000.00","US$42,420.00","US$260,580.00","US$252,500.00","US$8,080.00",10/01/14,10,October,2014,
Midmarket,Germany,Carretera,High,1513,US$3.00,US$15.00,"US$22,695.00","US$3,177.30","US$19,517.70","US$15,130.00","US$4,387.70",11/01/14,11,November,2014,
Midmarket,Canada,Carretera,High,2300,US$3.00,US$15.00,"US$34,500.00","US$4,830.00","US$29,670.00","US$23,000.00","US$6,670.00",12/01/14,12,December,2014,
Enterprise,Mexico,Carretera,High,2821,US$3.00,US$125.00,"US$352,625.00","US$49,367.50","US$303,257.50","US$338,520.00","(US$35,262.50)",12/01/13,12,December,2013,
Government,Canada,Montana,High,2227.5,US$5.00,US$350.00,"US$779,625.00","US$109,147.50","US$670,477.50","US$579,150.00","US$91,327.50",01/01/14,1,January,2014,
Government,Germany,Montana,High,1199,US$5.00,US$350.00,"US$419,650.00","US$58,751.00","US$360,899.00","US$311,740.00","US$49,159.00",04/01/14,4,April,2014,
Government,Canada,Montana,High,200,US$5.00,US$350.00,"US$70,000.00","US$9,800.00","US$60,200.00","US$52,000.00","US$8,200.00",05/01/14,5,May,2014,
Government,Canada,Montana,High,388,US$5.00,US$7.00,"US$2,716.00",US$380.24,"US$2,335.76","US$1,940.00",US$395.76,09/01/14,9,September,2014,
Government,Mexico,Montana,High,1727,US$5.00,US$7.00,"US$12,089.00","US$1,692.46","US$10,396.54","US$8,635.00","US$1,761.54",10/01/13,10,October,2013,
Midmarket,Canada,Montana,High,2300,US$5.00,US$15.00,"US$34,500.00","US$4,830.00","US$29,670.00","US$23,000.00","US$6,670.00",12/01/14,12,December,2014,
Government,Mexico,Paseo,High,260,US$10.00,US$20.00,"US$5,200.00",US$728.00,"US$4,472.00","US$2,600.00","US$1,872.00",02/01/14,2,February,2014,
Midmarket,Canada,Paseo,High,2470,US$10.00,US$15.00,"US$37,050.00","US$5,187.00","US$31,863.00","US$24,700.00","US$7,163.00",09/01/13,9,September,2013,
Midmarket,Canada,Paseo,High,1743,US$10.00,US$15.00,"US$26,145.00","US$3,660.30","US$22,484.70","US$17,430.00","US$5,054.70",10/01/13,10,October,2013,
Channel Partners,United States of America,Paseo,High,2914,US$10.00,US$12.00,"US$34,968.00","US$4,895.52","US$30,072.48","US$8,742.00","US$21,330.48",10/01/14,10,October,2014,
Government,France,Paseo,High,1731,US$10.00,US$7.00,"US$12,117.00","US$1,696.38","US$10,420.62","US$8,655.00","US$1,765.62",10/01/14,10,October,2014,
Government,Canada,Paseo,High,700,US$10.00,US$350.00,"US$245,000.00","US$34,300.00","US$210,700.00","US$182,000.00","US$28,700.00",11/01/14,11,November,2014,
